query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage	qcovpct	tcovpct
proteins/Montipora_capitata_KBHIv3___RNAseq.g33664.t1.faa.colabfold/plots/0.pdb	7aav_q	0.584	469	135	2	4	472	10	418	3.326E-41	2010	475	418	8.499E-01	9.648E-01	9.648E-01	1.113E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	98.7368	97.8469
proteins/Montipora_capitata_KBHIv3___RNAseq.g33717.t1.faa.colabfold/plots/0.pdb	7a5h_w	0.453	183	99	1	58	240	6	187	4.341E-17	725	243	188	6.845E-01	8.686E-01	8.686E-01	2.106E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	75.3086	96.8085
proteins/Montipora_capitata_KBHIv3___RNAseq.g3371.t1.faa.colabfold/plots/0.pdb	1cfc_A	0.719	677	117	2	55	731	2	605	5.227E-89	3216	796	605	7.125E-01	9.287E-01	9.287E-01	3.301E+00	1.000	8355	Xenopus laevis	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;c_Amphibia;-_Batrachia;o_Anura;-_Pipoidea;f_Pipidae;-_Xenopodinae;g_Xenopus;-_Xenopus;s_Xenopus laevis	85.0503	99.8347
proteins/Montipora_capitata_KBHIv3___RNAseq.g33741.t1.faa.colabfold/plots/0.pdb	2ezz_B	0.625	131	49	0	49	179	2	132	4.178E-12	406	195	132	5.655E-01	7.948E-01	7.948E-01	3.076E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	67.1795	99.2424
proteins/Montipora_capitata_KBHIv3___RNAseq.g33958.t1.faa.colabfold/plots/0.pdb	5h7d_P	0.554	155	65	1	1	155	3	153	4.220E-12	616	295	153	5.025E-01	9.580E-01	9.580E-01	1.046E+00	1.000	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct	52.5424	98.6928
proteins/Montipora_capitata_KBHIv3___RNAseq.g34074.t1.faa.colabfold/plots/0.pdb	3b48_B	0.530	249	111	3	5	250	1	246	2.677E-28	1090	264	246	8.055E-01	8.632E-01	8.632E-01	7.055E+00	1.000	226185	Enterococcus faecalis V583	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus faecalis;-_Enterococcus faecalis V583	93.1818	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g34381.t1.faa.colabfold/plots/0.pdb	4hxx_A	0.543	510	138	6	1	500	1	425	6.455E-26	842	500	425	4.690E-01	5.435E-01	5.435E-01	3.141E+01	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	100	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g34429.t1.faa.colabfold/plots/0.pdb	2hln_B	0.417	292	158	4	12	291	1	292	4.750E-35	1152	305	293	7.734E-01	8.041E-01	8.041E-01	7.575E+00	1.000	29471	Pectobacterium atrosepticum	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Pectobacteriaceae;g_Pectobacterium;s_Pectobacterium atrosepticum	91.8033	99.6587
proteins/Montipora_capitata_KBHIv3___RNAseq.g34611.t1.faa.colabfold/plots/0.pdb	2bjy_H	0.467	122	62	1	1	122	8	126	2.065E-10	384	226	128	5.040E-01	8.710E-01	8.710E-01	1.497E+00	1.000	1642	Listeria innocua	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Listeriaceae;g_Listeria;s_Listeria innocua	53.9823	92.9688
proteins/Montipora_capitata_KBHIv3___RNAseq.g34945.t1.faa.colabfold/plots/0.pdb	6b9k_A	0.378	74	41	1	4	77	8	76	1.158E-04	218	554	79	1.166E-01	7.760E-01	7.760E-01	3.345E+00	1.000	11676	Human immunodeficiency virus 1	d_Viruses;-_Riboviria;k_Pararnavirae;p_Artverviricota;c_Revtraviricetes;o_Ortervirales;f_Retroviridae;-_Orthoretrovirinae;g_Lentivirus;s_Human immunodeficiency virus 1	13.3574	87.3418
proteins/Montipora_capitata_KBHIv3___RNAseq.g34968.t1.faa.colabfold/plots/0.pdb	2fx4_A	0.388	219	21	2	2	220	1	106	4.682E-07	149	220	106	1.678E-01	3.153E-01	3.153E-01	2.473E+01	1.000	9913	Bos taurus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Ruminantia;-_Pecora;f_Bovidae;-_Bovinae;g_Bos;s_Bos taurus	99.5455	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g35078.t1.faa.colabfold/plots/0.pdb	6hy0_C	0.362	290	67	4	19	308	1	172	9.606E-21	769	312	172	5.346E-01	9.585E-01	9.585E-01	1.981E+00	1.000	10879	Cystovirus phi6	d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Vidaverviricetes;o_Mindivirales;f_Cystoviridae;g_Cystovirus;s_Cystovirus phi6	92.9487	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g35104.t3.faa.colabfold/plots/0.pdb	4afs_C	0.622	397	140	4	8	398	7	399	3.266E-58	2194	691	399	5.507E-01	9.465E-01	9.465E-01	1.393E+00	1.000	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct	56.5847	98.4962
proteins/Montipora_capitata_KBHIv3___RNAseq.g35241.t1.faa.colabfold/plots/0.pdb	6fqv_B	0.702	339	94	3	18	355	1	333	3.130E-51	1891	513	333	6.001E-01	9.171E-01	9.171E-01	5.506E+00	1.000	158879	Staphylococcus aureus subsp. aureus N315	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus aureus;-_Staphylococcus aureus subsp. aureus N315	65.8869	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g35244.t1.faa.colabfold/plots/0.pdb	7cyx_B	0.636	209	71	2	3	210	2	206	1.340E-29	1085	217	211	8.611E-01	8.840E-01	8.840E-01	2.008E+00	1.000	226900	Bacillus cereus ATCC 14579	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus cereus group;s_Bacillus cereus;-_Bacillus cereus ATCC 14579	95.8525	97.1564
proteins/Montipora_capitata_KBHIv3___RNAseq.g35374.t1.faa.colabfold/plots/0.pdb	2g0l_A	0.535	403	165	5	46	447	1	382	1.262E-45	1091	463	384	3.359E-01	3.986E-01	3.986E-01	2.697E+01	1.000	1897	Streptomyces carzinostaticus	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Kitasatosporales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces carzinostaticus	86.8251	99.4792
proteins/Montipora_capitata_KBHIv3___RNAseq.g35525.t1.faa.colabfold/plots/0.pdb	2beg_B	0.536	425	175	7	5	424	2	409	2.068E-55	2226	575	409	6.824E-01	9.540E-01	9.540E-01	1.867E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	73.0435	99.7555
proteins/Montipora_capitata_KBHIv3___RNAseq.g35555.t1.faa.colabfold/plots/0.pdb	4acg_A	0.116	568	390	25	127	628	9	530	6.298E-07	267	638	532	4.578E-01	5.337E-01	5.337E-01	9.744E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	78.6834	98.1203
proteins/Montipora_capitata_KBHIv3___RNAseq.g36852.t1.faa.colabfold/plots/0.pdb	2a0t_A	0.554	267	119	0	10	276	2	268	1.113E-28	934	278	269	7.589E-01	7.806E-01	7.806E-01	4.008E+00	1.000	4932	Saccharomyces cerevisiae	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae	96.0432	99.2565
proteins/Montipora_capitata_KBHIv3___RNAseq.g36993.t1.faa.colabfold/plots/0.pdb	4fbb_A	0.808	136	26	0	2	137	12	147	7.754E-24	842	158	148	8.302E-01	8.848E-01	8.848E-01	1.138E+00	1.000	4513	Hordeum vulgare	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_Liliopsida;-_Petrosaviidae;-_commelinids;o_Poales;f_Poaceae;-_BOP clade;-_Pooideae;-_Triticodae;-_Triticeae;-_Hordeinae;g_Hordeum;s_Hordeum vulgare	86.0759	91.8919
proteins/Montipora_capitata_KBHIv3___RNAseq.g37072.t1.faa.colabfold/plots/0.pdb	7f1o_F	0.393	89	53	1	114	201	14	102	1.499E-10	411	202	102	4.291E-01	8.400E-01	8.400E-01	7.708E-01	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	43.5644	87.2549
proteins/Montipora_capitata_KBHIv3___RNAseq.g37178.t1.faa.colabfold/plots/0.pdb	2jev_A	0.155	412	251	21	13	420	2	320	2.642E-21	619	454	321	6.005E-01	8.247E-01	8.247E-01	4.930E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	89.8678	99.3769
proteins/Montipora_capitata_KBHIv3___RNAseq.g37385.t1.faa.colabfold/plots/0.pdb	2b29_A	0.639	283	98	1	4	286	9	287	1.113E-26	1381	304	288	9.028E-01	9.525E-01	9.525E-01	1.171E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	93.0921	96.875
proteins/Montipora_capitata_KBHIv3___RNAseq.g37420.t1.faa.colabfold/plots/0.pdb	1jba_A	0.220	50	38	1	38	86	34	83	5.710E+00	51	128	167	3.388E-01	2.649E-01	2.649E-01	2.016E+00	0.505	9913	Bos taurus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Ruminantia;-_Pecora;f_Bovidae;-_Bovinae;g_Bos;s_Bos taurus	38.2812	29.9401
proteins/Montipora_capitata_KBHIv3___RNAseq.g37761.t1.faa.colabfold/plots/0.pdb	8ekb_2X	0.473	783	402	3	11	792	1	773	7.269E-90	3595	944	773	7.272E-01	8.743E-01	8.743E-01	4.338E+00	1.000	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8	82.839	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g37804.t1.faa.colabfold/plots/0.pdb	3gli_A	0.481	399	193	3	15	410	2	389	2.240E-46	1491	502	389	6.118E-01	7.678E-01	7.678E-01	5.893E+00	1.000	83333	Escherichia coli K-12	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	78.8845	99.7429
proteins/Montipora_capitata_KBHIv3___RNAseq.g38737.t1.faa.colabfold/plots/0.pdb	3gk9_A	0.232	185	131	7	101	283	2	177	2.178E-05	238	299	181	4.943E-01	7.705E-01	7.705E-01	3.314E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	61.204	97.2376
proteins/Montipora_capitata_KBHIv3___RNAseq.g39001.t1a.faa.colabfold/plots/0.pdb	8ekb_2d	0.631	448	162	1	1	448	1	445	1.308E-65	2648	448	445	9.633E-01	9.697E-01	9.697E-01	1.614E+00	1.000	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8	100	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g39901.t1.faa.colabfold/plots/0.pdb	5hcj_C	0.538	429	191	5	28	453	3	427	1.373E-26	1243	464	427	7.678E-01	8.270E-01	8.270E-01	3.981E+00	1.000	33072	Gloeobacter violaceus	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteriota/Melainabacteria group;p_Cyanobacteriota;c_Cyanophyceae;o_Gloeobacterales;f_Gloeobacteraceae;g_Gloeobacter;s_Gloeobacter violaceus	91.8103	99.5316
proteins/Montipora_capitata_KBHIv3___RNAseq.g40457.t1.faa.colabfold/plots/0.pdb	1ibm_F	0.597	350	122	2	33	382	1	331	7.306E-48	1519	382	331	6.985E-01	8.037E-01	8.037E-01	1.958E+01	1.000	274	Thermus thermophilus	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus	91.623	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g41047.t1.faa.colabfold/plots/0.pdb	3aex_B	0.139	273	178	10	45	274	40	298	1.292E-10	270	286	301	4.987E-01	4.788E-01	4.788E-01	5.950E+00	1.000	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8	80.4196	86.0465
proteins/Montipora_capitata_KBHIv3___RNAseq.g41165.t1.faa.colabfold/plots/0.pdb	5fxk_B	0.411	703	367	14	7	687	5	682	2.572E-40	1753	787	682	6.789E-01	7.708E-01	7.708E-01	5.840E+00	1.000	10116	Rattus norvegicus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Rattus;s_Rattus norvegicus	86.5311	99.4135
proteins/Montipora_capitata_KBHIv3___RNAseq.g41210.t1.faa.colabfold/plots/0.pdb	2dbk_A	0.566	688	206	12	25	707	1	600	8.395E-90	3592	708	600	8.120E-01	9.560E-01	9.560E-01	3.200E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	96.4689	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g41267.t1.faa.colabfold/plots/0.pdb	1ir8_A	0.301	169	102	5	56	222	45	199	1.038E-15	493	230	205	5.997E-01	6.704E-01	6.704E-01	4.022E+00	1.000	9031	Gallus gallus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;-_Sauropsida;-_Sauria;-_Archelosauria;-_Archosauria;-_Dinosauria;-_Saurischia;-_Theropoda;-_Coelurosauria;c_Aves;-_Neognathae;-_Galloanserae;o_Galliformes;f_Phasianidae;-_Phasianinae;g_Gallus;s_Gallus gallus	72.6087	75.6098
proteins/Montipora_capitata_KBHIv3___RNAseq.g41393.t1.faa.colabfold/plots/0.pdb	8ekb_2P	0.720	204	57	0	25	228	1	204	4.266E-33	1212	228	204	8.809E-01	9.831E-01	9.831E-01	8.083E-01	1.000	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8	89.4737	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g41412.t1.faa.colabfold/plots/0.pdb	1aih_D	0.274	237	106	8	210	441	2	177	6.127E-12	357	501	195	3.037E-01	7.354E-01	7.354E-01	4.527E+00	1.000	10690	Hpunavirus HP1	d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Peduoviridae;g_Hpunavirus;s_Hpunavirus HP1	46.3074	90.2564
proteins/Montipora_capitata_KBHIv3___RNAseq.g41443.t1.faa.colabfold/plots/0.pdb	3fg3_B	0.514	173	84	0	33	205	1	173	3.458E-16	562	208	174	7.544E-01	8.903E-01	8.903E-01	2.174E+00	1.000	47982	Plexaura homomalla	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;p_Cnidaria;c_Anthozoa;-_Octocorallia;o_Malacalcyonacea;f_Plexauridae;g_Plexaura;s_Plexaura homomalla	83.1731	99.4253
proteins/Montipora_capitata_KBHIv3___RNAseq.g41567.t1.faa.colabfold/plots/0.pdb	3jbl_H	0.731	313	76	1	6	318	5	309	4.455E-44	1867	321	309	9.378E-01	9.739E-01	9.739E-01	9.312E-01	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	97.5078	98.7055
proteins/Montipora_capitata_KBHIv3___RNAseq.g41746.t1.faa.colabfold/plots/0.pdb	1a4j_B	0.907	54	5	0	84	137	1	54	2.543E-05	145	206	56	2.230E-01	6.386E-01	6.386E-01	2.712E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	26.2136	96.4286
proteins/Montipora_capitata_KBHIv3___RNAseq.g41979.t1c.faa.colabfold/plots/0.pdb	3jca_A	0.213	1309	497	12	13	1318	2	780	2.303E-47	1334	1330	780	3.548E-01	5.788E-01	5.788E-01	6.484E+01	1.000	11757	Mouse mammary tumor virus	d_Viruses;-_Riboviria;k_Pararnavirae;p_Artverviricota;c_Revtraviricetes;o_Ortervirales;f_Retroviridae;-_Orthoretrovirinae;g_Betaretrovirus;s_Mouse mammary tumor virus	98.1955	99.8718
proteins/Montipora_capitata_KBHIv3___RNAseq.g42151.t1.faa.colabfold/plots/0.pdb	4a0o_N	0.697	314	90	2	29	340	2	312	3.069E-50	1901	341	315	8.843E-01	9.562E-01	9.562E-01	1.440E+00	1.000	9913	Bos taurus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Ruminantia;-_Pecora;f_Bovidae;-_Bovinae;g_Bos;s_Bos taurus	91.4956	98.7302
proteins/Montipora_capitata_KBHIv3___RNAseq.g42225.t1.faa.colabfold/plots/0.pdb	6bjc_D	0.543	383	140	5	10	386	1	354	1.905E-49	1645	393	355	7.806E-01	8.599E-01	8.599E-01	7.720E+00	1.000	9823	Sus scrofa	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Suina;f_Suidae;g_Sus;s_Sus scrofa	95.9288	99.7183
